review,sentiment
With it wrapping up the Infinity Saga it makes an ending that is amazing and so sad! This movie made me completely satisfied and I just want the Russo brothers to know that this movie was phenomenal!,positive
"Avtar was best in 2001-2010 Niw this is best in 2010-2020. Best Movie of decades. I got emotional at lots of moments.
Noone can imagine what happened next in the movie.
So wonderful 100 out of 10",positive
The endgame satisfies the humongous expectations after infinity war. It's also poetic that infinity saga begins with Ironman and end with him. Captain America finally gets to dance with Peggy. Final confrontation between Thanos and whole MCU characters alone is enough to satisfy the Marvel fans. Russo brothers did an excellent job in bringing all the characters to share same screen space. Will we get another interconnected huge movie series like infinity saga? I think it would be difficult.,positive
"A lot of films take you on an emotional roller coaster but for us Marvel fans, this was the creme de la creme. A masterpiece. If you nit-pick any film you'll find holes on top of holes. Continuity errors. Things that happen without reason. This movie has so many super heroes in it, the amount of logic errors are mountainous and also, who cares? We don't watch these movies to pick them apart. We watch them to escape our universe and temporarily enter theirs. This movie could have been better in many ways but it was damn near perfect with all its flaws. Reminds me of humans...",positive
Ignore those bad and good reviews ! Just buy the ticket and go watch it for yourself ! I guarantee it would worth 3 hours of your life !,positive
The Best Movie Of All Time So Far Because It Has All The Things To Entertain You. Every Thing Was Good In The Movie. The Russo Brothers Have Done A Superb Job. And At Last Love RDJ. U R My Idol.,positive
"Liked the CGI , acting, story..... But didn't quite digest the termination of a main character...",positive
"Such a long journey made by marvels avengers, the end was as god as they entertain us from last 10 years
that iconic scene of captain just made my day
you will be missed chris evans as captain & RIP IRON MAN ...you will be always my favourite",positive
"Natalie Portman is my focus; first of all she's not really even in this movie (or any other movie); The thing about Natalie Portman is that she is so f-ing hot that she could be uttering the most embarrassing lines ever written, and look like a deer in the headlights, but you are still engrossed with her look; those brown eyes and angelic figure leaves most people with the intrigue of: ""Who is this piece -and why am I enamored with her? The simple answer: She is constructed of a little bit of ""that thing"" from all walks of female life. In other words, she is stunningly beautiful and comes across as extremely bright-which she is! Portman is rare, and keeps a low profile. This also adds to her mystery and creates more and more intrigue on her part.",positive
"For a standalone movie, I give it a 7/10. Sadly, this is not a standalone movie because it just happens to follow up one of the best action movies ever - for that I give it a 3/10 to balance things out, so a total of 5/10.What I really don't get, even for people that only think of how to pocket more cash, is why they show such disrespect for their customers from whom they expect recurring revenues. I mean Marvel and in general franchise movies totally count on coming back viewers, so the previous movie literally pays the next.In Endgame's case they spent $400 million expecting to gross $2 (at least) billion, and they felt sorry for the few dollars more they would have spent to hire a decent writer to come up with a decent script - the single thing that pushed Infinity War to break away from the pack. That's a cheap attitude, which will eventually backfire.Where to start?The story is a disconnected, incoherent mess. Think of Infinity War script? Well think of the exact opposite for Endgame. There is absolutely no story connection whatsoever and it clearly shows in the way the actors perform on screen. The confidence everyone had in Infinity War simply is not here; it's like they don't really get what they are up to.The humor that flows naturally through to discharge the intense moments in Infinity War is tried to be copied here, only in a bad manner. I don't want to spoil things, but having Cap commenting on his butt, I mean, come on people..Time travel? Seriously? That was the best you could come up with to get over it? What a brilliant, original idea! Only a couple of hundred other movies and TV series have already thought of that, only to come up with a messy mindjob, regardless. Putting RDJ mumbling mumbo-jumbo quantum stuff to explain how time travel works (btw quantum mechanics has absolutely nothing to do with time in general), just left everybody in awe of what the heck he is talking about. Having watched the trailers, and the theories that crawled through the Internet, I was ready to go there and watch that, but somehow I was hoping otherwise - that was an absolute letdown, especially the way it was delivered.Robert Downey Jr. and Chris Evans managed to save some of it in their own way - nothing spectacular though. Others like Chris Hemsworth and Mark Ruffalo were totally crashed under the burden of the ridiculous script. As for the rest of the crew, well, ok, let's get paid and get outta here..Thanos, the more complex character of all, and the one that made Infinity War a success, appeared here just like all the other villains before him - think of Loki and Ultron and you get the idea of what Thanos has been reduced here to.All in all, Infinity War was truly hard to match and for that it made Endgame truly hard to watch. Infinity War, for its own reasons, set the bar really high. We have seen that coming in other sequels as well. What comes in mind as an example is The Matrix followed by Matrix Reloaded; the kind of standout movie that is plagued by its own successor.Infinity War followed by Endgame is not an exception. Many of us already knew that before walking into the theater. Sad to say though, Endgame eventually turned out as another example of what you get if you only do it for the money.",negative
"This movie was definitely a 10/10. So much action, suspense, and a lot of emotion. I am not one to cry, but some scenes especially the death scenes made me feel like I might. Make sure to stay for the after credit scene. Once the first set of credits are over, the after credit scene will role. It is more of a tribute to the original avengers though. After that there is nothing else but credits.",positive
"This movie is not just a movie, it's an event. A payoff after 11 years of build up. If you've not been in the marvel train, then you'll enjoy this movie.
However, if you've grown up with these characters, this movie is everything you'll ever want, and so much more.",positive
10 stars because it almost made me cry (when i say almost I really mean almost because I do not cry),positive
Great movie full of surprising and amazing moments. Thanks for MARVEL and Russo brothers for this amazing work.,positive
Well worth the year long wait best film from the mcu,positive
It was Wonderful but you basically ignored Thor and turned him into comic relief,positive
"It was good.... not great.... just good.
I was expecting more, but satisfied with what I got.",positive
"A great way to conclude the first 21 movies with this epic 3hr conclusion. The complexity of which this movie ties in/goes back to multiple other Marvel movies is unreal & makes sense. You will laugh, cheer & cry.....",positive
"A great cinematic experience this certainly is. Once again the Russo brothers and screenwriters Christopher Markus and Stephen McFeely have managed to craft a film that juggles a vast array of characters superbly well.There's also such a sense of emotional resonance and poignancy to this film, which is executed nicely in the first and third acts that concludes the arcs of many established heroes. It's a superb send off to Tony Stark and Steve Rogers, whose journeys ended in a palpable way. It was a nice touch to send Steve back in time to finally spend his life with Peggy Carter, and fitting for Tony to save the day by sacrificing himself, ensuring the Infinity Saga began and ended with him.However, I do have some issues, mainly with the fact the second act with the 'time heists' wasn't nearly as interesting or thrilling as I hoped it would be. It didn't drag the pace of the film down too much, as the three hour runtime zipped by overall, but it wasn't that fulfilling.There's also some consistency issues with how characters are able to handle Infinity Stones like it's nothing, despite it being set up in Guardians of the Galaxy that most beings would disintegrate trying to hold them. Also the Avengers are able to fashion a gauntlet from Iron Man's tech to hold the stones despite it being set up in Infinity War that a special gauntlet needed to be forged to hold them. These things bugged me a little.However, these are only minor nitpicks in what was an overall great film, which delivered a lot of brilliant moments of fan service as well has a fantastic final battle which was set up and executed with great precision.I preferred Infinity War as a film, but as an experience Avengers Endgame stands on its own in the current cinematic landscape.",positive
"This has to be one of the most overrated films I've ever seen, it was long boring and tiring to watch. The story was boring slow and at times just felt unnecessary. I genuinely don't understand how people can say it was a 10/10 film.",negative
A brilliant end to the Infinity Saga however I can't help but be put off by the amount of unsubtle product placement all throughout.,positive
"'Avengers: Endgame'... easily one of the biggest, most-hyped, grandest and monumental movies ever made. The epic culmination to one of, if not- the biggest movie franchises ever, spanning over ten years of work. The hype for this movie was unbelievable. Even bigger than that of 'Infinity War'. People shouting spoilers everywhere came along with that, of course, but that didn't change the hype. I had the whole movie spoiled for me (yep.) and I still went and watched it with the same hype. How did I find it?There is, as expected, a LOT to say:I was annoyed. But not in a bad way. I loved it. So why am I annoyed? Because of the little flaws that made this movie short of one of the best movies ever made. But I'll start with the good things:This movie really felt like a conclusion to 22 other movies. The scale is epic and not only does it complete the colossal story like it should, but it also complete's all the character's arcs in the best ways possible. It doesn't just feel like a money-making standalone film, but it goes and solves many problems across multiple films. That includes story problems, character problems, plot-holes and more. Every arc, every layer and every line is so seamlessly intertwined and concluded that it all wraps up so delightfully, and the fact that it goes beyond just solving the stories not only reaches our huge expectations, but defies them and surpasses them.And even still, along with the gargantuan load it already carries, Endgame manages to carefully and skilfully weave it in with real, hart felt emotional depth. Now, I'm not just saying this as a Marvel fanboy, but this film was truly an emotional roller coaster. It truly delivers sentiment. To prove that I'm not just saying this as a fan- many found Infinity War emotional. Was it? Well, it had it's emotional moments every now and then, but it was very much hidden under the action. I'm not saying that as a problem, but it didn't feel quite as powerful as it should have been on the emotional aspect. The action aspect, certainly, but the dramatic side- not so much. This film, on the other hand was powerful on both aspects. It delivers great action along with emotional depth. This movie makes you feel happy, sad, angry, mesmerised, supportive, hopeful and more. A true emotional roller-coaster, filled with laughs and cries alike. Just like in Infinity War, where each character had a chance to shine in terms of action, this film gives each character a chance to shine in terms of action and emotion, raising goosebumps and making everyone scream in awe as it should, making this what might just be my favourite MCU movie yet.So, the story's magnificent and the impact is great. Oh, and the visuals, as usual, are great. So what are the flaws of this movie?Apart from the lack of storytelling through the camera, a problem which Marvel has always had, there were other things too, but they are hard to get into without some very minor 'kind-of' spoilers, so skip to the conclusion if you want to avoid them:MINOR SPOILERS: Thor in this movie, is basically a character played for laughs. He suffers from PTSD, but his reaction to it feels very silly, and is basically there to make fat jokes, drunk jokes, etc. That would have been fine if he used the rest of the movie to redeem himself, and although he does gain hope, he is still an alcoholic, and is still a target for 'fat' jokes. This makes his emotional scenes in the movie lack depth, and it doesn't feel as satisfying as it should have. Another small problem: Hulk. Hulk's character arc was perfect, but it was again, unsatisfying, as his arc completed in the beginning of the film, and there is no real Hulk action. Had this been done at the end of the film, however, it would have been perfect. Maybe this was to cut down on the already lengthy run time of over three hours, but if they're already going for an epic scope and a conclusion to over twenty films, even a four hour movie would have been fine by me. There's one more thing that isn't really a flaw, but I feel like it needs addressing. The time-travel part of the movie often has plot holes and the movie feels like it's constantly, desperately trying ot write itself out of them by making it's own rules. However, I wouldn't lower the rating for this, as I always think that it doesn't matter if a movie has plot holes as long as it still makes a good story out of it, which in this case- it did.There is one more thing which isn't really a flaw at all but just another something I feel that needs addressing. MAJOR SPOILER though:MAJOR SPOILERS: Like I said just now, this is not a flaw and one of the best scenes in the whole movie (probably one of the two most sad- for me at least) is Black Widow's death. Now- it's not the fact that this character died that is a flaw, obviously, but the fact that at the end, when practically EVERYONE was in the huge battle scene, she was the only one not there. It's not a problem, but I would have just loved to see just one massive fight where everyone took part, and the fact that she was the only one that wasn't there, as she died, was just so unsatisfying. I would have just loved to see just one massive fight where everyone took part, but it won't happen. Not a flaw, but I just wanted to put that out there.CONCLUSION:
'Avengers: Endgame' is definitely flawed, but it does almost everything and more a truly epic conclusion sure to deliver a goose-bump-raising, emotionally-powerful and hugely entertaining finale that delivers justice to it's ever-growing franchise.",positive
The Russo's did a FANTASTIC job with this one it focusses on the Original Avengers while they go back in time we see references and a lot more the Final battle was One Epic EPIC oh wait the most EPIC battle I have ever seen,positive
"I will try to not reveal anything about this movie because everything new will amaze you. It takes you well back in time and references other movies that just fit in perfectly. It gives shock and seeing all the characters on screen felt the wait worthwhile. Although this title did had some confusions from previous references, it still worked out. This is a must-see movie and I hope it will be enjoyable for everyone else as well.",positive
"This is an epic,or,an war epic.It probably one of the most epic films ever made.It is not perfect,but still one of the best movies ever.
Just as every marvel(the good ones) movie,it borrows a special genre.In this case,the war epic.It is magnificent to watch,with one of the best CGI effects people have ever seen.So,the flaw isn't the visuals.The character developments have been established by earlier films,and this film only deepens them.So,the characters aren't the problem,either.The biggest problem of this film is the plot.
The more convoluted a plot gets,the more frequently a plot hole appears.This film juggles a lot of plots,so naturally,a few plot holes appears.
Fortunately,this doesn't change the fact that this was a visual masterpiece.Unfortunately ,this sets up a high standard for cinematic universe finales.And the DCU.Let's just wish some film will achieve such greatness in the near future.",positive
"Pure cinematic mastery. This film was perfect from start to finish, there was not one scene I didn't enjoy. It's unbelievable that marvel can still raise the roof after 10 years.This was the most satisfying conclusion to anything I have ever watched. Most films fall short if they're ending a trilogy or saga but endgame didn't fall Flat it was triumphant and breath taking. Please see this film!!!",positive
"As a fan that still believes that Iron Man was most definitely the peak Marvel movie, I can't help but feel that this movie is very entertaining plus genuinely touching at the end but also spectacularly full of booming plot holes that DC gets smashed for in their films.Most obvious is that when Tony snaps his fingers, he is technically removing all evil from the films/MCU (as even Marvel couldn't be so daft as to think the finger snap will only target story specific villains).This mean any future villains will be some contrived fiction! Sorry Marvel, but major stuff up in film lore/logic.What was everyone doing during the finale? They bring everyone back, with little reasoning, just because time travel, yet most do little throughout. The gathering of female superheroes was banging, yet resulted in 30 seconds of titular edification. Marvel kicked a huge own goal with this effort. Captain Marvel, who I love the daylights out of, and is without doubt significantly more powerful than Thanos, still takes a beating at the hands of a far lesser being - yet she has the power of the Tesseract flowing through her, and Thanos, with no Infinity Stones attached, just ragdolls her.Probably the most noticable goof is that Peter Parker stays the same age even when he goes back to school, yet Ant-Man's daughter gets older, and Morgan Stark is like 4 years old. This literally couldn't happen as Spider-Man wasn't in the Quantum Realm.",positive
"What this studio has continued to do over the last decade is absolutely incredible. I can still remember the absolute thrill of sitting down in the theater and witnessing the creation of the MCU in the first Iron Man. Now, 11 years later, as a 19 year old, I can easily say that I experienced the same feelings I did all those years ago. I do not typically write reviews, but this movie deserves to be written about. It has moments where you laugh your ass off and it has moments where your heart is in your stomach. While I could write/complain about all of the things that I was upset about, or all of the things that caught me off guard, in the end the Russo Brothers made an absolute masterpiece that is there cherry on top of one of the greatest franchises of all time. I couldn't be happier with this film, and I couldn't be more excited to see what Marvel Studios has in store for hardcore fans such as myself.",positive
"Was very entertaining, marvel hasn't really put a foot wrong compared to DC.
Feels like the end of the franchise too an I need not need to see anymore from the franchise. Thanks for the memories maybe?",positive
"I am a big fan of the MCU, I have watched every Marvel movie ever released, even the not so good ones prior to the MCU. I thought Infinity War was incredible and this simply did not follow up the hype for me. The first two hours were pretty boring for me, I didn't like the fact that they made Thor into a punchline for the entire movie, it would have been fine if they did that before the time jump, or made him somehow get back into shape, but it was just dumb. The Hulk was not a physical presence for the second straight movie now. Black Widow's death was the one that I felt the most, Stark's end was touching while Spidey was there, but when Pepper stepped in, her lack of emotion made me feel nothing also. The fight scene at the end was great, but other than that, it was a so-so movie for me.",negative
"Uhhh so goood... I guess bigger is better and this is huge and I love it, the fights: great... Plot: great... Emotion:OOF (Would have been more emotional if it hadnt been spoiled... That isn't there fault tho) Comedy: great... Only issue the woman fight scene where literally all the women gather together and fight and we only see them, i agree women are important but i wanted to see everyone fight... Equally",positive
Avengers endgame is great but it has to be like smash bros the characters should be more like normal characters more from nintendo this time hulk is mario doctor strange is cloud and iron man is samus.,positive
"I really want to give this movie a ten but I hesitate because it doesn't follow its own rules on Time Travel. According to Bruce Banner and Ancient One, one simply can not go to their past and change it. Whatever happend in past is set in stone. If you try to go to past you end up in different timeline.
The 3/4th part of movie plays really well, with everyone hopping from timeline to timeline in order to get infinity stones to correct what thanos did. The battle was the best in history of cinema.
With all that aside. The ending where Steve Rogers goes to return the infinity stones to their respected timelines he gives them all back but doesn't come back. He stays in 1940 with Peggy. So far so good, but the problem is that he stays in different timeline than the main timeline. But at the end of the movie he comes back to the main timeline. They should have given explanation about this. Even if we think he managed to get here by another timeline Stark's device or Doctor Strange, it still doesn't explain the shield given to sam wilson. In battle Thanos shatters his shield, but apparently the shield comes back to him. There should also have be explanation of this.
With all that said the movie is certainly not a disappointment. It is the well deserved end to 11 year old Infinity Saga. You should definitely check out this and all the other films of MCU.",positive
I never thought I would like a movie this much until this. #lotsoflove#Ironman#Captain America#avengers,positive
Without a doubt the best of the all the marvel movies,positive
"Up till this morning Avengers Infinity War was my favorite of the MCU films. Avengers Endgame is now my favorite and not just MCU, but all time. Greatest story ever told in films. PHENOMENAL",positive
"I loved the film, it was amazing, the CGI is absolutely unrivaled by anything we have out there at the moment at this scale. The characters all came to their right and the acting (as always) was perfect.Why would I rate it anything lower than a 10/10 then? Here's why:
The ""time traveling"" aspect created plot holes so huge that it made it impossible to fully enjoy just how brilliant the film was.
1. The Avengers decide to travel back in time, Scott Lang and Steve Rogers warn the others to avoid Time Paradoxes, to which Bruce Banner/Hulk states that ""time does not work that way"" and that past and future events cannot happen in the now and the future cannot happen before the past, yada yada, essentially stating ""Time is Linear, the future is set, the past cannot influence us, we cannot influence it"". This by very definition means that if time is linear, a new timeline would exist if you change anything in the past, which means that they CANNOT go back to their own timeline, or they could've never gone back in the first place.
2. They have time-travel which according to hulk, won't change the past if they change their now, but more than that, THEY HAVE AN INFINITY GAUNTLET AAAANNNDD TIME STONE. How Gamora died, Black Widow died and Iron Man died, and weren't brought back to life makes absolutely NO sense. Gamora came from the past before she was killed by Thanos to 2023 and she and Star Lord could start things fresh and be together, why couldn't the same be done for Tony Stark and Black Widow? If Gamora could be ""saved"" then the statement ""I tried everything, she cannot be brought back"" about Black Widow is just wrong. Tony stark, could've easily been saved as well, in the same way that Dr Strange won in his own movie, he could've let time restart until the best outcome was achieved.
3. The MCU quantum realm is worse than the DCU speed force. When I say that I mean, it's a term used whenever it would be too hard to actually explain a real way of working and throwing a fancy word in is just easier. Ant-Man felt the 5 years as 5 Hours in the original shrinking down, then all of the sudden 3 years could become 3 seconds, it's understandable if you could effectively pin point the location of a superhero and bring them back, this is something they could do perfectly, when Hawkeye went back in time he DIDN'T WANT TO come back to the future before seeing his daughter, he could however not avoid it, because Hulk had him tracked, so he was pulled back against his will, yet at the end of the film Captain America cannot be brought back and stayed in the past for an extra 40 years, because he wanted to, something that was proven impossible by Hawkeye.I feel like the writers felt ""the fans are retards, they just want to see their favorite heroes on a big screen"" and they were right for the most part, but some of us noticed, and we were offended by how little you think of us.",positive
"I don't live in America, so I never got my hands on all the amazing comics.
But even I, after all these years, knew things like that the next cap America would be this guy
The Cap America thing doing what he did, also comes from the comics and was hinted at earlier
This Thor is not the only thor :) that was known for a while too.
Yes, captain Marvel is marvelous... Everybody knows it by now that she could've done a lot of things on her own...
Would that've been fair to our other beloved characters? Not in my opinion.
What's with all the Ronin/Hawkeye/Barton hate?
He does have comics too you know :)They gave a lot of answers, it's not possible to please everybody :)Do a little research before you start bashing films.
If you don't like it bc of personal oponions, okay, otherwise, please show a little respect",positive
"As the conclusion of the current MCU, it does a great job. Everything ties together well. Wouldn't be surprised if they had this whole movie script all but finalized 10 years ago. Even opened a few new possibilities of future story lines.
Mildly disappointed with how Captain Marvel was utilised.Aside from the MCU stuff; as an actual movie, I had far too many problems with it. From certain fight sequences, to one dimensional characters, to forced diversity, to pacing issues.TL;DR Great MCU conclusion, decent movie",positive
"It was normal movie but captain marvel ruined it. She was, very overpowered and she was strongest character. Adding her in this movie was very big mistake plot was coll tho but it wqs ruined by capitan marvel",negative
"This movie has everything. Comedy, action and tear at your heart strings. An all around superb movie. Absolutely well directed and the actors were bringing their A game. You have got to see this movie. If you saw Infinity War this movie is the icing on the cake.",positive
"It's the perfect conclusion to this story that began 11 years ago. An emotional sendoff to the heroes whom we grown up to. Thank you Marvel and all the actors, I can't wait to see what's coming next.",positive
"Everything about this movie is amazing, the time travel, the battle, everything!!! Iron Man and Natasha's death did hit me hard though but it was heroic!!! Love this movie!!!",positive
"Hawking used to say that everything has imperfections and our universe it self created by imperfections. BUT THIS MOVIE HAS NONE!
awesome!
Just awesome!",positive
"I thought the movie was good. As good as many of the others. They're always at least fun and a few were great.
This one is good but that's it. I think Avenger hysteria and hype is what's driving the super high ticket sales. Yes they had a billion dollar weekend but I wonder if it will slow down now.
I knew people who saw Titanic 2-3 times and a few up to 8 times when it came out. This is not one of those movies.",positive
"Endgame was a phenomenal movie it had so much emotion, jokes as usual and that final fight!!! That fight was incredible I love you 3000 marvel and I can't wait for what you're going to do in phase 4",positive
"I went to the cinema today to see this movie. I didn't want to wait for the dvd release. In my opinion Infinity War had some great moments and the ending was beautiful in its own way. I expected a movie as good as Infinity War or even better because of the many positive reviews. What I liked about this movie was that I couldn't predict the things that happened in the movie. But they didn't surprise me either. The time traveling stuff was interesting but not very overwhelming. The ending wasn't nearly as good as some people (including RDJ) were saying. All in all, I think that I should have waited for the DVD.",positive
The movie starts of with immediate heartbreak. The movie is well paced and edited. MVC (MOST VALUABLE CHARACTER) is captain ameirca. He stole the movie and it was more of an captain America movie. The movie does a good service to the 6 Og Avengers and doesnt leave a moment where your crying laughing or aweing. Its amazing.,positive
"This movie is great, don't get me wrong, but it just feels off especially since it chronologically comes after Infinity War which is just the Pinnacle of movie-making.I did not like that it didn't show much of the world after the Snappening and that they fixed it all by travelling through time. It didn't feel natural.TL;DR: Great movie but still a bit of a disappointment.",positive
Was well disappointed with this. I liked bits of it but I am finding difficulty recalling them.,negative
"Any Marvel fan would enjoy the movie no problem but having a sister who doesn't enjoy most movies and getting her to cry to a movie she doesn't know much about now that, that is an accomplishment my friend.The movie is literally for everyone all you have to do is have a little context and you'll fall in love with all the characters and you'll end up being back to their beginning listening to their story and becoming a true fan of the Marvel Cinematic Universe.",positive
"Growing up on the MCU films has given me a connection to these characters that makes this movie amazing. My only problem with the movie was the step backwards they took with Thor from Ragnarok and Infinity War. But not A big enough issue to lower this from a 10. Well worth the 3 hours, doesn't feel long at all. In fact the pacing was pretty quick.",positive
"If you've not seen infinity war (which as a stand alone film is better then this) and a fair chunk of the other MCU films then you're gonna hate this. Yes there are plot holes, and a a couple of truly cringeworthy moments pandering to the feminists but overall its a wild ride, its refreshing that it wasn't 3 hours of constant battles (yes transformers I'm looking at you) that just get tedious. There is a story and character development.
The 3 hours shoots by, but, you really need to see quite a few of the other MCU films to appreciate it, its not a stand alone film and I'd imagine makes no sense at all without knowing the history - you have been warned!!",positive
"Just when all the fans and critics think Marvel can't make any better film than Infinity War, they prove us all wrong with this amazing flick. The 3rd act is absolute feast and do watch it in IMAX 3D. All the characters were extremely well written & performed. I literally cried in atleast 14 scenes. It was so emotional in some scenes. Do yourself a favour, and watch all of the 21 movies before to feel the emotional quotient.",positive
"First off, hats off to the Russo brothers, they have crafted something spectacular. Something that will be remembered for years. It isn't easy to make something like this. To culminate 11 years of movies, 21 films, and do it by tying things together, honoring the fans and most importantly honoring the characters. Yet the Russo's have pulled off just that. I've seen it twice now.Now before we get into the positives, let's get the nitpicks out of the way. (Don't worry I won't spoil anything). The movie isn't perfect, but is damn near close. Some aspects of the first act felt sort of rushed, but I suppose it was necessary in order for the film to touch on all the aspects it had to touch on. Even though the climax is absolutely mind blowing, there are some decisions they decided to make in regards to a character that I felt could have been written differently. At least that's what I was thinking while watching it, but the film's final moment made me forgive all of it. There are some other minor nitpicks here and there, but I'm not that kind of person, so let's get into the positives.Believe me, it's hard to discuss this movie without getting into spoilers, but I'll do my best. The first act is a little slow, but at no point did I feel bored(some people might, BUT NOT US). This act was necessary to establish the dire state of our heroes and of mankind in general following the events of Infinity war. This part of the film definitely focuses more on character development as well as drama. The film then really gets going, and my oh my were they successfull with the middle act. They did a great job of honoring everything that lead up to the endgame, and the comedy was perfectly sprinkled throughout. I won't say much more, as this review is already getting long. But I have to state again that this is an epic (and I mean EPIC) conclusion to the infinity saga. They make some bold decisions. You will laugh, you will cry, and you will definitely be satisfied. The whole theater clapped as the credits started rolling.What a film, check it out no matter what. Thank you Joe and Anthony Russo.",positive
End should have to be different ironman must have to live this may have disappointed the audience,positive
"*spoilers*This final massive movie in the massive MCU franchise reaches an end to the massive buildup after 22 movies, and is also the continuation/ending of the Infinity War movie. Obviously, the makers of this movie were given carte blanche to do whatever they like to the superheroes, since a few were killed off or forever changed in ways that cannot be recovered. I'll leave the plot to the Plot Summary section and review the good and bad elements of the movie (as opposed to the many overly-emotional reviews and votes here that see only black or white):Let's start with the time-travel, since most people seem to be having problems with it and it is the major plot point by which they try to fix what Thanos did in Infinity War. In fact, the writers did an interesting job making use of time-travel without it feeling like a cheat. They simply changed the rules of time-travel used in other movies in order to avoid the usual time paradoxes. This may feel like a cheat to some, but, obviously, nobody can claim to know how time travel could work. And if you pay attention, they stick to their own rules consistently, which is good.Here is the explanation for those that missed it: Timelines can be changed, but when they are changed, they split only for the people involved. I.e. You cannot go back in time and 'fix' the timeline for other people because those people would remain in that alternate timeline that you left behind. You can, however, change the timeline for yourself, and the past/future all proceed in the order by which you experience/d it. You can also change the timeline for the people in the past, but, once again, that would not affect the timeline that you left behind in the future.So, to make this clearer with examples, there are at least three timelines for the people in this movie: 1. The one we know according to the superheroes where Thanos wiped out 50% of all life. 2. The timeline for Thanos himself (and his friends) that has now been changed when he jumped forward in time. He didn't wipe out 50% in his timeline and he changed his mind and wanted to wipe out ALL of life this time after he saw how ineffective it was in one possible future. 3. The alternate timeline by the people in the past after Thanos jumped forward. Their timeline split and they experienced no Thanos!There is no problem with changing timelines. The only problem is that they needed to fix their own (#1) for the rest of the world, and going back in time would not do that. They needed to bring something from the past (the stones) in order fix the present timeline for everyone. The only reason Captain America had to go back to return the stones was so that alternate timeline #3 would not be wiped out without the stones. While he was there, he stayed there, which basically created his own personal alternate timeline that followed #1 with #3. All clear now?This new method of timelines achieves something important: It doesn't cheat by going back in time and undoing/changing it. It forces them to be creative and to do something in THIS timeline in order to fix the problem. Thus avoiding the typical cheat of time-travel.Now for the rest:Killing off Black Widow, Iron Man and Captain America (technically he wasn't killed but he lived his whole life elsewhere so he can't continue here and now in a sequel in this timeline so it's the same thing..): This was actually very good and brave. I wish they had done this sooner, then the superheros would actually feel more vulnerable and human. Iron Man gets a strong ending to his character arc and a touching send-off. Cap also gets strong character development here.The mixing of so many superheroes in one movie is bad for several reasons. First of all, it's like mixing fifty of your favorite foods together. They work nicely alone, but together, it becomes an overblown mess that doesn't work. Second, not all superheroes are fun for everyone. So mixing foods you do not like together with the good ones, will simply ruin the whole salad. Third, even with three hours, many of them are neglected.Hulk is ruined. Someone very misguided thought it would be clever to mix Banner and Hulk into one person. Except that the whole fun of Hulk was his uncontrolled fury and his split personality.Thanos became too powerful in this movie. I agree with this complaint. This is inconsistent with what we saw earlier.Captain Marvel has got to be the worst character by far in the MCU. Her personality has all the charm of an angry gnat, her obnoxious feminist attitude is toxic, and her super-powers are so badly defined, they can do anything and everything as needed. Unlimited and/or undefined super-powers are boring and are guaranteed to ruin any super-hero movie (which is why I also dislike Superman). Her presence in this movie almost ruins it completely but thankfully they used her as little as possible (probably because they realized how ridiculous her powers are). Most of the stars I removed were because of this character.They have increasingly made Thor into  the point of ridiculousness in a series of movies. And in this movie he has reached a peak of silly uselessness. It is kinda funny though so I don't hate it. But Thor fans will not be pleased.The final fight is a massive spectacle on one end, but so overblown and full of CGI it makes me yearn for the simpler superhero movies. The inclusion of the whole universe simply isn't as relatable as a local problem in one city. It's just too much. I enjoyed earlier simpler super-hero movies much more than this one.In summary: A mixed bag. It's good that they finally put an end to this overblown series of movies that have gone out of control. It's not anything close to a classic in my book, but it's difficult to ignore since it concludes the series and it does have lots of fun stuff despite its flaws.",positive
"This movie is beyond expectations, you'll cry sometimes, you'll scream sometimes, you'll feel angry sometimes. truly, its an unforgettable experience and I urge any person to see it.",positive
If you have been following the Marvel Franchise for a while now you will watch this movie and realize that this movie wraps up one of the most compelling storylines about superheroes we've ever seen in a very classy way. I don't think it is better than infinity War but it is by far the best way I can think off to end the Marvel's Avengers Franchise. Brilliant!,positive
1st hour and a half in I was ready for it toend so long and dragged out the last 30-45 mins made for good watching but that's it,negative
"This film is very, very great and is the end of 10 years of a series of superheroes. Thanks Marvel",positive
"This movie follows the other movies in the past of Marvel studios however Infinity WAr was better and has more well made story than this.
despite my feelings the movie is good but not perfect
by the way the movie shows at first the heroes broken to finally solved their problems",positive
First film to make me cry since home alone 4 on VHS in 2011,positive
A must watch film. An emotional rollercoaster filled with humour and emotions. End of a great era. Masterpiece of Marvel and Russo brothers. Kudos to them,positive
"I have never cried watching any kind of movie ever but Avengers Endgame touched me deeply in my heart. This movie is everything you want and more.
PS: There are no post credit scenes in this movie but pay respect to everyone who made this movie happen.",positive
"It was great even though I wasn't completely satisfied with the ending. Iron man could've stayed alive bcoz his iron man suit absorbed the power of the 5 stones so he could've been injured but didn't hv to die. Black widow dying I can deal with a bit. Cap America becoming and remaining old was stupid. They could've shown him old n told the story of him meeting his love again n then used Hulk's time machine to bring his young self back. But it malfunctioned n didn't work again. Sigh. The dialog was a bit much, all in all, but I guess it was necessary to some extent. I liked the movie and will watch it one more time at least, maybe more. Haha",positive
